"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test: Go to Twitch, search for Starcraft II, scroll, select streamer, and take screenshot","11883","test_twitch_search_and_navigate_to_streamer","tests","Wed Sep 10 10:54:55 UTC 2025","broken","Wed Sep 10 10:55:07 UTC 2025","TestTwitch","test_twitch","",""
